,input,pred,output
1567,naeedilli,नैदिली,नईदिल्ली
1568,ravel,रेवल,रवैल
1569,susanskrit,सुसंक््रित,सुसंस्कृत
1570,beeaaeeaaeeteeem,बीतीय,बीआईआईटीएम
1571,pahla,पहला,पहला
1572,kontrekting,कंट्ररटिकिं,कॉन्ट्रेक्टिंग
1573,kaabiletaareef,कालीबेटररी,काबिलेतारीफ
1574,chatakaate,चटकाते,चटकाते
1575,vareinye,वरेन्ये,वरेण्य
1576,vidhivat,विधिवत,विधिवत
1577,dow,डोव,डीओडब्ल्यू
1578,advaitwad,अद्वातवाद,अद्वैतवाद
1579,gaano,गानो,गानो
1580,besil,बेसील,बेसिल
1581,kursiyo,कुरसियो,कुर्सियॉ
1582,digvijay,दिज्विया,दिग्विजय
1583,knoxville,क्वनस्कल्ल,नॉक्सविल
1584,jaipur,जापुर,जयपुर
1585,ncrwc,एनक्रीआईआर,एनसीआरडब्ल्यूसी
1586,quarantine,क्वार्निटिन,क्वॉरेनटाइन
1587,banbi,बंबी,बांबी
1588,ortega,ओर्टेगा,ओर्टेगा
1589,ochoa,ओचोआ,ओकोआ
1590,naino,नैनो,नैनो
1591,utaney,उतने,उतने
1592,hatyaaropit,हत्यारोपित,हत्यारोपित
1593,nagercoil,नाइररोकल,नागेरकोइल
1594,nagine,नागीने,नगीने
1595,nubiya,नुबिया,नूबिया
1596,sheopur,शेयूपुर,श्योपुर
1597,ikattha,इक्तथा,इकट्ठा
1598,jivaniyan,जिविनायां,जीवनियां
1599,prasath,प्रसथ,प्रसाथ
1600,mainval,मैनवाल,मैनवल
1601,fixingh,फिक्सिंह,फिक्सिंगः
1602,luis,ल्यूस,लुइस
1603,chayaniton,चायनितों,चयनितों
1604,amarillo,अमरिललो,अमारिलो
1605,aaryam,अर्यम,आर्यम्
1606,dhuriya,धुरिया,धुरिया
1607,thaki,थकी,थकी
1608,apnani,अपननी,अपनानी
1609,marriage,मारियागे,मैरेज
1610,anyay,अन्यय,अन्याय
1611,swecha,स्वेचा,स्वेच्छा
1612,apcotex,एक्पोट्स,एपकोटेक्स
1613,ulahna,उललना,उलाहना
1614,aashriton,आशृतिं,आश्रितों
1615,chatagaon,चटागांव,चटगांव
1616,nesco,नेसोक,नेस्को
1617,dubna,दुबान,डूबना
1618,niya,निया,निया
1619,dune,दुने,दूने
1620,shraddhavanon,श्वर्धादनों,श्रद्धावानों
1621,durgapur,दुरगपुर,दुर्गापुर
1622,eliminator,इलिमिनटर,एलिमिनेटर
1623,bhara,भारा,भरा
1624,hounga,हौंगा,होऊंगा
1625,pace,पेस,पेस
1626,megapixel,मेगिप्स्लिक,मेगापिक्सल
1627,jhamaaten,झमातें,ज़मातें
1628,sanchalnon,संचलांों,संचालनों
1629,khan,खन,खान
1630,bistagond,बिस्टोडंग,बिस्तागोंड
1631,gurjar,गुरजार,गुर्जर
1632,phatahee,पथहही,फटही
1633,truth,ट्रूथ,ट्रुथ
1634,niveshkarta,निवेक्षेत्रा,निवेशकर्ता
1635,machaye,मचाये,मचाए
1636,rajnitikaaron,राजिनिककररों,राजनीतिकारों
1637,enka,एनका,एनका
1638,koshadhikaaree,कोशाधीकरी,कोषाधिकारी
1639,chidhte,छित्े,चिढ़ते
1640,dampati,दमपती,दंपति
1641,tuglakabad,गुल्ताकाबा,तुगलकाबाद
1642,kumavat,कुमातत,कुमावत
1643,kping,किप्ंग,कपिंग
1644,tariko,तारिको,तरीको
1645,pitamah,पितमाह,पितामह
1646,raajsthanwasiyon,राज्स्यासाविों,राजस्थानवासियों
1647,granthiyan,ग्रांथियाँ,ग्रंथियां
1648,phalata,खालाटा,फलता
1649,darmait,दर्मात,डारमैट
1650,madanaganja,मदनांगगा,मदनगंज
1651,ekthi,एक्ठी,इकठ्ठी
1652,kaabilegour,काबीलोगर,काबिलेगौर
1653,sargi,सरगी,सरगी
1654,whitaker,व्हिकेर,वाईटेकर
1655,dridh,दृध,दृढ़
1656,jarvis,जारविस,जार्विस
1657,daraati,दराती,डराती
1658,anyonyashritta,अन्योन्या्र्््त,अन्योन्याश्रितता
1659,apex,एपेक्स,एपेक्स
1660,snikarse,स्नाकरसस,स्नीकर्स
1661,shravanabelagola,श्राबालेंगाला,श्रवणाबेलागोला
1662,bataaya,बताया,बाताया
1663,dual,दुआल,ड्युअल
1664,ilaaj,इलाज,इलाज़
1665,nahinkarvaaee,नहिनकररवा,नहींकरवाई
1666,motihari,मोतिहरी,मोतिहारी
1667,koshadhikaari,कोशाधिकरर,कोषाधिकारी
1668,noon,नून,नून
1669,charchaamanch,चर्चामचच,चर्चामंच
1670,photofrem,फोटफोरम,फोटोफ्रेम
1671,reduction,रिड्क्र,रिडक्शन
1672,eddy,एडीडीए,एड्डी
1673,stafford,स्टफफोर्ड,स्टेफोर्ड
1674,ashariri,अशरिरी,अशरीरी
1675,datson,डाटसो,डैटसन
1676,jarda,जर्दा,जर्दा
1677,cpm,सीपीएमए,सीपीएम
1678,authoritee,अथोरीती,ऑथोरिटी
1679,reddy,रेडीडी,रेड्डी
1680,tangirala,तांगीरला,टेंगीरला
1681,atakta,अतककता,अटकता
1682,rehaana,रहहाना,रेहाना
1683,junun,जुनन,जुनून
1684,raigulization,राइग्लेजेशन,रैगुलाइजेशन
1685,aaburod,अबारोड,आबूरोड
1686,badhotri,बाधोतरी,बढ़ोतरी
1687,properfacebuk,प्रोफेबेब्रो,प्रॉपरफेसबुक
1688,gatishilata,गतिशिलता,गतिशीलता
1689,maujud,मौजुद,मौजुद
1690,kakoo,ककू,काकू
1691,kansai,कासनाई,कंसाई
1692,tokne,टोकने,टोकने
1693,yogabal,योगाबल,योगबल
1694,mehrotra,मेहरोत्ा,मेहरोत्रा
1695,avsthayen,अव्स्येें,अवस्थाएं
1696,murrieta,मुरितेया,मुर्रिएटा
1697,pailoton,पैलोटों,पायलटों
1698,juloos,जुलूस,जूलूस
1699,clock,क्लॉक,क्लाक
1700,ballebaajee,बल्लेजी,बल्लेबाज़ी
1701,bikherane,बिखेरने,बिखेरने
1702,karyabhar,कर्यभार,कार्यभार
1703,kasera,कासरा,कसेरा
1704,chausingha,चौसिंहा,चौसिंगा
1705,saahityotsav,सहित्योत्सव,साहित्योत्सव
1706,failaiye,फैलैया,फैलाइए
1707,prastaavon,प्रस्तवोों,प्रस्तावों
1708,ahemdabadah,अहेमदबाड़ा,अहमदाबादः
1709,awasthi,अवस्थि,अवस्थी
1710,nalakasa,नलाकासा,नलकसा
1711,jagdalpur,जगगलपुर,जगदलपुर
1712,catlin,कैटलिन,कैटलिन
1713,najibabaad,नजीबबाद,नजीबाबाद
1714,imaandaari,इमााड़री,इमानदारी
1715,shrirampur,श्रीरमपुर,श्रीरामपुर
1716,development,डेवेलप्टेंट,डेवलपमेंट
1717,chungiyon,चुंगियों,चुंगियों
1718,attahasa,अत्तासा,अट्टहास
1719,ea,एआई,ईए
1720,murgeepaalan,मुरीपालल,मुर्गीपालन
1721,nicky,निक्,निकी
1722,sheelabhang,शिभालंग,शीलभंग
1723,utilities,उटीलियिज,यूटिलिटीज
1724,khelmantree,खेलमंत्री,खेलमंत्री
1725,mridubhaashee,मृद्भाही,मृदुभाषी
1726,raashtrapit,राष्ट्पतित,राष्ट्रपित
1727,dhoondhti,धूंध्ति,ढूंढती
1728,shawnee,शवनी,शॉनी
1729,jedateeisaft,जीडेस्टिटे,जेडटीईसाफ्ट
1730,baagbageechon,बगसापीगों,बागबगीचों
1731,janaganna,जननागना,जनगणना
1732,ramkot,राकोो,रामकोट
1733,karaikal,कररकक,कराईकल
1734,dhuriyaa,धुरिया,धुरिया
1735,hilig,हिलिग,हीलिग
1736,welding,वेलडिंग,वेल्डिंग
1737,kadmo,काडमो,कदमो
1738,sunaseer,सुनसी,सुनासीर
1739,sulkhan,सुलखान,सुलखान
